Document ID,Docket ID,Title,Petition Date,Response Date,FDA Center,Petitioner,"Type of Document (Petition, Interim Response, Final Response)",Response Type,Mined_Response_Type,Document_Role,is_scanned
FDA-2022-P-0979-0002,FDA-2022-P-0979,Acknowledgment Letter from FDA DMS to ArentFox Sch,,,,FDA DMS to ArentFox Sch,Letter,,,Correspondence,False
FDA-2022-P-1656-0001,FDA-2022-P-1656,Citizen Petition from Fresenius Kabi USA LLC,,,ORA,Fresenius Kabi USA LLC,Petition,,,Final FDA Response,False
FDA-2022-P-1211-0002,FDA-2022-P-1211,Acknowledgement Letter from FDA CTP to American Va,,,,FDA CTP to American Va,Letter,,,Correspondence,False
FDA-2022-P-0475-0002,FDA-2022-P-0475,Acknowledgment Letter from FDA DMS to Lachman Cons,,,,FDA DMS to Lachman Cons,Letter,,,Final FDA Response,False
FDA-2022-P-0311-0003,FDA-2022-P-0311,Response Letter from FDA ORA to Harry Duty Redacte,,,ORA,FDA ORA to Harry Duty Redacte,Final Response,,Approved,Correspondence,False
FDA-2022-P-0399-0001,FDA-2022-P-0399,Citizen Petition from Harry Duty,,,CVM,Harry Duty,Petition,,,Initial Petition,False
FDA-2022-P-1656-0003,FDA-2022-P-1656,Agency Response Letter from FDA CDER to Fresenius ,,,CDER,FDA CDER to Fresenius,Final Response,,Denied,Other Document,False
FDA-2022-P-1667-0003,FDA-2022-P-1667,Response Letter from FDA CDER to Chem IQ FZCO,,,CDER,FDA CDER to Chem IQ FZCO,Final Response,,Denied,Correspondence,False
FDA-2022-P-0214-0001,FDA-2022-P-0214,Suitability Petition from Upadhye Tang  LLP,,,ORA,Upadhye Tang  LLP,Other,,,Correspondence,False
FDA-2022-P-0094-0002,FDA-2022-P-0094,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Correspondence,False
FDA-2022-P-0209-0005,FDA-2022-P-0209,Final Response Letter from FDA CVM to Harry Duty R,,,CVM,FDA CVM to Harry Duty R,Final Response,,Denied,Correspondence,True
FDA-2022-P-0600-0004,FDA-2022-P-0600,Interim Response from FDA CFSAN to Daniel Fabrican,,,CFSAN,FDA CFSAN to Daniel Fabrican,Interim Response,,,Interim FDA Response,False
FDA-2022-P-0535-0006,FDA-2022-P-0535,Citizen Petition Withdrawal from Hospira Inc   A P,,,,Hospira Inc   A P,Petition,,Withdrawn,Initial Petition,False
FDA-2022-P-0695-0002,FDA-2022-P-0695,Acknowledgment Letter from FDA DMS to Ronald Brock,,,,FDA DMS to Ronald Brock,Letter,,,Correspondence,False
FDA-2022-P-0209-0004,FDA-2022-P-0209,Tentative Response Letter from FDA CVM to Harry Du,,,CVM,FDA CVM to Harry Du,Final Response,,,Correspondence,False
FDA-2022-P-0451-0001,FDA-2022-P-0451,Citizen Petition from Chelsea Kent Redacted,,,CVM,Chelsea Kent Redacted,Petition,,,Interim FDA Response,False
FDA-2022-P-0209-0002,FDA-2022-P-0209,Acknowledgment Letter from FDA DMS to Harry Duty  ,,,,FDA DMS to Harry Duty,Letter,,,Final FDA Response,False
FDA-2022-P-1643-0001,FDA-2022-P-1643,Citizen Petition from Association for Truth in Pet,,,,Association for Truth in Pet,Petition,,,Correspondence,False
FDA-2022-P-1049-0004,FDA-2022-P-1049,Approval of Suitability Petition from FDA CVM to N,,,CVM,FDA CVM to N,Final Response,,Approved,Initial Petition,False
FDA-2022-P-0614-0002,FDA-2022-P-0614,Acknowledgment Letter from FDA DMS to Yichang Huma,,,,FDA DMS to Yichang Huma,Letter,,,Interim FDA Response,False
FDA-2022-P-0086-0024,FDA-2022-P-0086,Response Letter to CItizen Petition from FDA CBER ,,,CBER,FDA CBER,Final Response,,,Initial Petition,False
FDA-2022-P-0704-0002,FDA-2022-P-0704,Acknowledgment Letter from FDA DMS to San Rocco Th,,,,FDA DMS to San Rocco Th,Letter,,,Correspondence,False
FDA-2022-P-0068-0002,FDA-2022-P-0068,Acknowledgment Letter from FDA DMS to HYMAN  PHELP,,,ORA,FDA DMS to HYMAN  PHELP,Letter,,,Correspondence,False
FDA-2022-P-0299-0004,FDA-2022-P-0299,Final Response Letter from FDA CVM to Donavan Melt,,,CVM,FDA CVM to Donavan Melt,Final Response,,,Final FDA Response,True
FDA-2022-P-1739-0001,FDA-2022-P-1739,Citizen Petition from Fujian Shengdi Pharmaceutica,,,,Fujian Shengdi Pharmaceutica,Petition,,,Other Document,True
FDA-2022-P-0669-0002,FDA-2022-P-0669,Acknowledgment Letter from FDA DMS to Ronald Brock,,,,FDA DMS to Ronald Brock,Letter,,,Correspondence,False
FDA-2022-P-0948-0001,FDA-2022-P-0948,Citizen Petition from Hyman  Phelps   McNamara  P ,,,,Hyman  Phelps   McNamara  P,Petition,,,Correspondence,False
FDA-2022-P-0833-0002,FDA-2022-P-0833,Acknowledgment Letter from FDA DMS to ApicHope Pha,,,,FDA DMS to ApicHope Pha,Letter,,,Other Document,False
FDA-2022-P-1211-0005,FDA-2022-P-1211,Final Response to American Vapor Manufacturers Cit,,,,American Vapor Manufacturers Cit,Final Response,,Denied,Final FDA Response,False
FDA-2022-P-0210-0001,FDA-2022-P-0210,Citizen Petition from Harry Duty Redacted,,,,Harry Duty Redacted,Petition,,,Correspondence,True
FDA-2022-P-0476-0004,FDA-2022-P-0476,Final Response Letter from FDA CDER to Lachman Con,,,CDER,FDA CDER to Lachman Con,Final Response,,Approved,Interim FDA Response,False
FDA-2022-P-1125-0004,FDA-2022-P-1125,Final Response Letter from FDA CVM to Harry Duty,,,CVM,FDA CVM to Harry Duty,Final Response,,Denied,Correspondence,False
FDA-2022-P-0211-0002,FDA-2022-P-0211,Citizen Petition from Harry Duty   Redacted,,,,Harry Duty   Redacted,Petition,,,Correspondence,True
FDA-2022-P-1785-0004,FDA-2022-P-1785,Determination That LOTENSIN  Benazepril Hydrochlor,,,,,Other,,,Correspondence,False
FDA-2022-P-0077-0004,FDA-2022-P-0077,Response Letter from FDA CDER to Aurobindo Pharma ,,,CDER,FDA CDER to Aurobindo Pharma,Final Response,,,Final FDA Response,False
FDA-2022-P-1764-0002,FDA-2022-P-1764,Acknowledgement Letter from FDA DMS to Charles Riv,,,ORA,FDA DMS to Charles Riv,Letter,,,Correspondence,False
FDA-2022-P-1643-0242,FDA-2022-P-1643,Tentative Response Letter from FDA CVM to Associat,,,CVM,FDA CVM to Associat,Final Response,,,Final FDA Response,False
FDA-2022-P-0394-0002,FDA-2022-P-0394,Acknowledgment Letter from FDA DMS to Harry Duty  ,,,,FDA DMS to Harry Duty,Letter,,,Initial Petition,False
FDA-2022-P-0115-0004,FDA-2022-P-0115,Agency Response Letter from FDA CDER to Baxter Hea,,,CDER,FDA CDER to Baxter Hea,Final Response,,,Correspondence,False
FDA-2022-P-0234-0004,FDA-2022-P-0234,Interim Petition Response from FDA CDRH to PINK Co,,,CDRH,FDA CDRH to PINK Co,Interim Response,,,Interim FDA Response,False
FDA-2022-P-1408-0001,FDA-2022-P-1408,Citizen Petition from Harry Duty Redacted,,,CVM,Harry Duty Redacted,Petition,,,Correspondence,False
FDA-2022-P-1408-0002,FDA-2022-P-1408,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Other Document,False
FDA-2022-P-0110-0002,FDA-2022-P-0110,Acknowledgment Letter from FDA DMS to Center for S,,,,FDA DMS to Center for S,Letter,,,Final FDA Response,False
FDA-2022-P-0256-0002,FDA-2022-P-0256,Acknowledgment Letter from FDA DMS to Center for S,,,,FDA DMS to Center for S,Letter,,,Correspondence,False
FDA-2022-P-1764-0014,FDA-2022-P-1764,Interim Response from FDA CBER to Charles River La,,,CBER,FDA CBER to Charles River La,Interim Response,,,Interim FDA Response,False
FDA-2022-P-1632-0001,FDA-2022-P-1632,Citizen Petition from Randall Steinmeyer,,,,Randall Steinmeyer,Petition,,,Final FDA Response,True
FDA-2022-P-1457-0002,FDA-2022-P-1457,Acknowledgment Letter from FDA DMS to AOOPA CEOLEO,,,,FDA DMS to AOOPA CEOLEO,Letter,,,Interim FDA Response,False
FDA-2022-P-0747-0008,FDA-2022-P-0747,Final Response Letter from FDA CDER to RegCon Solu,,,CDER,FDA CDER to RegCon Solu,Final Response,,,Correspondence,False
FDA-2022-P-1151-0002,FDA-2022-P-1151,Acknowledgment Letter from FDA DMS to Soft Lights ,,,,FDA DMS to Soft Lights,Letter,,,Interim FDA Response,False
FDA-2022-P-0329-0001,FDA-2022-P-0329,Citizen Petition from Hyman  Phelps   McNamara  P ,,,,Hyman  Phelps   McNamara  P,Petition,,,Correspondence,False
FDA-2022-P-0311-0002,FDA-2022-P-0311,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Final FDA Response,False
FDA-2022-P-1409-0002,FDA-2022-P-1409,Signed Acknowledgment Letter from FDA DMS to Provi,,,,FDA DMS to Provi,Letter,,,Correspondence,False
FDA-2022-P-0208-0003,FDA-2022-P-0208,Final Response from FDA ORA to Harry Duty REDACTED,,,ORA,FDA ORA to Harry Duty REDACTED,Final Response,,,Correspondence,True
FDA-2022-P-1444-0002,FDA-2022-P-1444,Acknowledgment Letter from FDA DMS to National Hem,,,,FDA DMS to National Hem,Letter,,,Correspondence,False
FDA-2022-P-0600-0005,FDA-2022-P-0600,Response Letter from FDA CFSAN to Natural Products,,,CFSAN,FDA CFSAN to Natural Products,Final Response,,,Final FDA Response,False
FDA-2022-P-0107-0001,FDA-2022-P-0107,Citizen Petition from Pet Schooled,,,,Pet Schooled,Petition,,,Final FDA Response,True
FDA-2022-P-0290-0004,FDA-2022-P-0290,Interim Response Letter from FDA CDER to Fresenius,,,CDER,FDA CDER to Fresenius,Interim Response,,,Correspondence,False
FDA-2022-P-0695-0001,FDA-2022-P-0695,Citizen Petition from Ronald Brock Redacted,,,CVM,Ronald Brock Redacted,Petition,,,Other Document,False
FDA-2022-P-0979-0001,FDA-2022-P-0979,Suitability Petition from ArentFox Schiff LLP,,,,ArentFox Schiff LLP,Other,,,Final FDA Response,False
FDA-2022-P-0872-0001,FDA-2022-P-0872,Stay of Action Citizen Petition from SIRI   GLIMST,,,,SIRI   GLIMST,Petition,,,Final FDA Response,False
FDA-2022-P-0068-0004,FDA-2022-P-0068,Determination That ENDEP  Amitriptyline Hydrochlor,,,,,Other,,,Correspondence,False
FDA-2022-P-0476-0002,FDA-2022-P-0476,Acknowledgment Letter from FDA DMS to Lachman Cons,,,,FDA DMS to Lachman Cons,Letter,,,Final FDA Response,False
FDA-2022-P-0392-0001,FDA-2022-P-0392,Petition for Stay of Action from American Frozen F,,,,American Frozen F,Other,,,Final FDA Response,False
FDA-2022-P-0172-0001,FDA-2022-P-0172,Citizen Petition from Ronald Brock   Redacted,,,CVM,Ronald Brock   Redacted,Petition,,,Correspondence,False
FDA-2022-P-0110-0007,FDA-2022-P-0110,Letter from Center for Science in the Public Inter,,,,Center for Science in the Public Inter,Letter,,,Correspondence,False
FDA-2022-P-0174-0002,FDA-2022-P-0174,Citizen Petition from Ronald Brock   Redacted,,,,Ronald Brock   Redacted,Petition,,,Initial Petition,True
FDA-2022-P-0028-0001,FDA-2022-P-0028,Citizen Petition from Donavan Melton redacted,,,,Donavan Melton redacted,Petition,,,Correspondence,True
FDA-2022-P-0237-0002,FDA-2022-P-0237,Acknowledgment Letter from FDA DMS to Only Orphans,,,,FDA DMS to Only Orphans,Letter,,,Correspondence,False
FDA-2022-P-1399-0002,FDA-2022-P-1399,Acknowledgment Letter from FDA DMS to Siri   Glims,,,,FDA DMS to Siri   Glims,Letter,,,Correspondence,False
FDA-2022-P-0063-0001,FDA-2022-P-0063,Citizen Petition from Krysta Fox Redacted,,,CVM,Krysta Fox Redacted,Petition,,,Correspondence,False
FDA-2022-P-0126-0003,FDA-2022-P-0126,Final Response Letter from FDA CVM to Harry Duty R,,,CVM,FDA CVM to Harry Duty R,Final Response,,Denied,Correspondence,True
FDA-2022-P-0594-0001,FDA-2022-P-0594,Stay of Action Petition from Fish   Richardson P  ,,,,Fish   Richardson P,Other,,,Other Document,False
FDA-2022-P-1039-0002,FDA-2022-P-1039,Acknowledgment Letter from FDA DMS to Epic Pharma ,,,,FDA DMS to Epic Pharma,Letter,,,Other Document,False
FDA-2022-P-1343-0003,FDA-2022-P-1343,Tentative Response Letter from FDA CVM to Hary Dut,,,CVM,FDA CVM to Hary Dut,Final Response,,,Correspondence,True
FDA-2022-P-1367-0001,FDA-2022-P-1367,Citizen Petition from Harry Duty Redacted,,,CVM,Harry Duty Redacted,Petition,,,Other Document,False
FDA-2022-P-0777-0001,FDA-2022-P-0777,Citizen Petition from Donavan Melton REDACTED,,,CVM,Donavan Melton REDACTED,Petition,,,Correspondence,True
FDA-2022-P-0256-0001,FDA-2022-P-0256,Citizen Petition from Center for Science in the Pu,,,,Center for Science in the Pu,Petition,,Denied,Interim FDA Response,False
FDA-2022-P-0107-0004,FDA-2022-P-0107,Final Response from FDA CVM to Pet Schooled  Redac,,,CVM,FDA CVM to Pet Schooled  Redac,Final Response,,Denied,Other Document,True
FDA-2022-P-0290-0001,FDA-2022-P-0290,Citizen Petition from Fresenius Kabi USA LLC,,,ORA,Fresenius Kabi USA LLC,Petition,,,Interim FDA Response,False
FDA-2022-P-0110-0001,FDA-2022-P-0110,Citizen Petition from Center for Science in the Pu,,,,Center for Science in the Pu,Petition,,,Other Document,False
FDA-2022-P-0394-0003,FDA-2022-P-0394,Tentative Response Letter from FDA CVM to Harry Du,,,CVM,FDA CVM to Harry Du,Final Response,,,Correspondence,False
FDA-2022-P-1255-0003,FDA-2022-P-1255,Tentative Response Letter from FDA CVM to Harry Du,,,CVM,FDA CVM to Harry Du,Final Response,,,Correspondence,True
FDA-2022-P-0602-0002,FDA-2022-P-0602,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Correspondence,False
FDA-2022-P-1255-0002,FDA-2022-P-1255,Signed Acknowledgment Letter from FDA DMS to Harry,,,,FDA DMS to Harry,Letter,,,Final FDA Response,False
FDA-2022-P-0929-0001,FDA-2022-P-0929,Citizen Petition from Alembic Labs LLC  USA ,,,,Alembic Labs LLC  USA,Petition,,,Correspondence,False
FDA-2022-P-0395-0004,FDA-2022-P-0395,CP Response from FDA CVM to Harry Duty Redacted,,,CVM,FDA CVM to Harry Duty Redacted,Final Response,,,Correspondence,True
FDA-2022-P-0121-0001,FDA-2022-P-0121,Citizen Petition from Pet Schooled,,,,Pet Schooled,Petition,,,Correspondence,True
FDA-2022-P-0152-0002,FDA-2022-P-0152,Acknowledgment Letter from FDA DMS to Qilu Pharmac,,,,FDA DMS to Qilu Pharmac,Letter,,,Correspondence,False
FDA-2022-P-0155-0006,FDA-2022-P-0155,Final Response Letter from FDA CDER to Kleinfeld K,,,CDER,FDA CDER to Kleinfeld K,Final Response,,Approved,Correspondence,False
FDA-2022-P-0077-0006,FDA-2022-P-0077,Determination That NASONEX  Mometasone Furoate  Na,,,,,Other,,,Other Document,False
FDA-2022-P-1589-0002,FDA-2022-P-1589,Acknowledgment Letter from FDA DMS to Donavan Melt,,,,FDA DMS to Donavan Melt,Letter,,,Correspondence,False
FDA-2022-P-0032-0002,FDA-2022-P-0032,Acknowledgment Letter from FDA DMS to Cristia Mari,,,,FDA DMS to Cristia Mari,Letter,,,Interim FDA Response,False
FDA-2022-P-1013-0002,FDA-2022-P-1013,Signed Acknowledgment Letter from FDA DMS to Medle,,,,FDA DMS to Medle,Letter,,,Interim FDA Response,False
FDA-2022-P-0182-0001,FDA-2022-P-0182,Citizen Petition from Center for Food and Safety  ,,,,Center for Food and Safety,Petition,,Approved,Correspondence,False
FDA-2022-P-0152-0003,FDA-2022-P-0152,Final Response Letter from FDA CDER to Qilu Pharma,,,CDER,FDA CDER to Qilu Pharma,Final Response,,,Final FDA Response,False
FDA-2022-P-1186-0001,FDA-2022-P-1186,Citizen Petition from Harry Duty Redacted,,,CVM,Harry Duty Redacted,Petition,,,Final FDA Response,False
FDA-2022-P-0594-0006,FDA-2022-P-0594,Response from FDA CDER to Fish   Richardson P C ,,,CDER,FDA CDER to Fish   Richardson P C,Final Response,,,Other Document,False
FDA-2022-P-1151-0001,FDA-2022-P-1151,Citizen Petition from Soft Lights Foundation Redac,,,,Soft Lights Foundation Redac,Petition,,,Correspondence,False
FDA-2022-P-1452-0001,FDA-2022-P-1452,Citizen Petition from Planet Vapor LLC,,,,Planet Vapor LLC,Petition,,,Correspondence,False
FDA-2022-P-0270-0001,FDA-2022-P-0270,Citizen Petition from Sanofi Pasteur Inc ,,,,Sanofi Pasteur Inc,Petition,,,Correspondence,False
FDA-2022-P-0063-0003,FDA-2022-P-0063,Tentative Response Letter from FDA CVM to Krysta F,,,CVM,FDA CVM to Krysta F,Final Response,,,Final FDA Response,True
FDA-2022-P-1444-0001,FDA-2022-P-1444,Citizen Petition National Hemophilia Foundation,,,,,Petition,,,Final FDA Response,False
FDA-2022-P-0310-0001,FDA-2022-P-0310,Citizen Petirion form Harry Duty   Redacted,,,CVM,,Other,,,Correspondence,False
FDA-2022-P-1668-0010,FDA-2022-P-1668,Interim Response Letter from FDA CFSAN to Akin Gum,,,CFSAN,FDA CFSAN to Akin Gum,Interim Response,,,Interim FDA Response,False
FDA-2022-P-0060-0001,FDA-2022-P-0060,Citizen Petition from B  Braun Medical Inc ,,,,B  Braun Medical Inc,Petition,,,Other Document,False
FDA-2022-P-0151-0005,FDA-2022-P-0151,Amendment from Ascend Laboratories  LLC,,,ORA,Ascend Laboratories  LLC,Other,,,Other Document,False
FDA-2022-P-0966-0001,FDA-2022-P-0966,Suitability Petition from Nostrum Laboratories Inc,,,ORA,Nostrum Laboratories Inc,Other,,,Correspondence,False
FDA-2022-P-0309-0001,FDA-2022-P-0309,Citizen Petition from Hary Duty Redacted,,,CVM,Hary Duty Redacted,Petition,,,Other Document,False
FDA-2022-P-0574-0004,FDA-2022-P-0574,Final Response Letter from FDA CVM to Harry Duty,,,CVM,FDA CVM to Harry Duty,Final Response,,Denied,Correspondence,False
FDA-2022-P-1080-0002,FDA-2022-P-1080,Signed Acknowledgment Letter from FDA DMS to King ,,,,FDA DMS to King,Letter,,,Correspondence,False
FDA-2022-P-0747-0002,FDA-2022-P-0747,Signed Acknowledgment Letter from FDA DMS to RegCo,,,,FDA DMS to RegCo,Letter,,,Final FDA Response,False
FDA-2022-P-0310-0003,FDA-2022-P-0310,Response Letter from FDA ORA to Harry Duty Redacte,,,ORA,FDA ORA to Harry Duty Redacte,Final Response,,Approved,Final FDA Response,False
FDA-2022-P-0509-0003,FDA-2022-P-0509,Acknowledgment Letter from FDA DMS to Arnall Golde,,,,FDA DMS to Arnall Golde,Letter,,,Correspondence,False
FDA-2022-P-0213-0001,FDA-2022-P-0213,Citizen Petition from Leslie Novosel Redacted,,,CVM,Leslie Novosel Redacted,Petition,,,Final FDA Response,False
FDA-2022-P-0144-0030,FDA-2022-P-0144,Interim response from FDA CDER to Axinn  Veltrop  ,,,CDER,FDA CDER to Axinn  Veltrop,Interim Response,,,Correspondence,False
FDA-2022-P-1785-0002,FDA-2022-P-1785,Acknowledgment Letter from FDA DMS to Aurobindo Ph,,,,FDA DMS to Aurobindo Ph,Letter,,,Interim FDA Response,False
FDA-2022-P-0574-0002,FDA-2022-P-0574,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Interim FDA Response,False
FDA-2022-P-0311-0001,FDA-2022-P-0311,Citizen Petition from Harry Duty Redacted,,,CVM,Harry Duty Redacted,Petition,,,Other Document,False
FDA-2022-P-0896-0002,FDA-2022-P-0896,Acknowledgment Letter from FDA DMS to Greenberg Tr,,,,FDA DMS to Greenberg Tr,Letter,,,Interim FDA Response,False
FDA-2022-P-0069-0004,FDA-2022-P-0069,Determination That MICRONOR  Norethindrone Tablets,,,,,Other,,,Other Document,False
FDA-2022-P-0151-0001,FDA-2022-P-0151,Citizen Petition from Ascend Laboratories LLC,,,ORA,Ascend Laboratories LLC,Petition,,,Correspondence,True
FDA-2022-P-0287-0002,FDA-2022-P-0287,Acknowledgment Letter from FDA DMS to Fresenius Ka,,,ORA,FDA DMS to Fresenius Ka,Letter,,,Interim FDA Response,False
FDA-2022-P-1471-0002,FDA-2022-P-1471,Acknowledgment Letter from FDA DMS to J W  Howard ,,,,FDA DMS to J W  Howard,Letter,,,Final FDA Response,False
FDA-2022-P-0253-0004,FDA-2022-P-0253,Final Response Letter from FDA CVM to Tyler Burch ,,,CVM,FDA CVM to Tyler Burch,Final Response,,Denied,Correspondence,True
FDA-2022-P-0068-0005,FDA-2022-P-0068,Relisting Federal Register Notice re Endep  Amitri,,,,,Other,,,Interim FDA Response,False
FDA-2022-P-1153-0002,FDA-2022-P-1153,Acknowledgment Letter from FDA DMS to Lachman Cons,,,,FDA DMS to Lachman Cons,Letter,,,Other Document,False
FDA-2022-P-0290-0002,FDA-2022-P-0290,Acknowledgment Letter from FDA DMS to Fresenius Ka,,,ORA,FDA DMS to Fresenius Ka,Letter,,,Other Document,False
FDA-2022-P-0270-0002,FDA-2022-P-0270,Acknowledgment Letter from FDA DMS to SANOFI P0270,,,,FDA DMS to SANOFI P0270,Letter,,,Correspondence,False
FDA-2022-P-0077-0002,FDA-2022-P-0077,Acknowledgment Letter from FDA DMS to Aurobindo Ph,,,,FDA DMS to Aurobindo Ph,Letter,,,Other Document,False
FDA-2022-P-0399-0001,FDA-2022-P-0399,Citizen Petition from Harry Duty Redacted,,,CVM,Harry Duty Redacted,Petition,,,Correspondence,False
FDA-2022-P-1060-0001,FDA-2022-P-1060,Suitability Petition from The Wood Burditt Group L,,,,The Wood Burditt Group L,Other,,Approved,Correspondence,False
FDA-2022-P-0324-0002,FDA-2022-P-0324,Acknowledgment Letter from FDA DMS to Karl Schwart,,,,FDA DMS to Karl Schwart,Letter,,,Correspondence,False
FDA-2022-P-1104-0005,FDA-2022-P-1104,Determination That ARISTOSPAN  Triamcinolone Hexac,,,,,Other,,,Correspondence,False
FDA-2022-P-1457-0026,FDA-2022-P-1457,I180 Day Interim Response Letter from FDA CFSAN to,,,CFSAN,FDA CFSAN to,Interim Response,,,Interim FDA Response,False
FDA-2022-P-0833-0001,FDA-2022-P-0833,Citizen Petition from ApicHope Pharmaceuticals  US,,,,ApicHope Pharmaceuticals  US,Petition,,,Other Document,False
FDA-2022-P-1125-0001,FDA-2022-P-1125,Citizen Petition from Harry Duty REDACTED,,,CVM,Harry Duty REDACTED,Petition,,,Final FDA Response,True
FDA-2022-P-0509-0001,FDA-2022-P-0509,Citizen Petition from Arnall Golden Gregory LLP,,,,Arnall Golden Gregory LLP,Petition,,,Interim FDA Response,False
FDA-2022-P-1785-0005,FDA-2022-P-1785,Response Letter from FDA CDER to Aurobindo Pharma ,,,CDER,FDA CDER to Aurobindo Pharma,Final Response,,,Other Document,False
FDA-2022-P-0120-0004,FDA-2022-P-0120,Final Response Letter from FDA CVM to Chelsea Kent,,,CVM,FDA CVM to Chelsea Kent,Final Response,,,Correspondence,True
FDA-2022-P-0200-0006,FDA-2022-P-0200,Final Response Letter from FDA CDER to Lachman Con,,,CDER,FDA CDER to Lachman Con,Final Response,,,Other Document,False
FDA-2022-P-0290-0005,FDA-2022-P-0290,Withdrawal from Fresenius Kabi USA,,,ORA,Fresenius Kabi USA,Other,,Withdrawn,Other Document,False
FDA-2022-P-1589-0003,FDA-2022-P-1589,Tentative Response Letter from FDA CVM to Donavan ,,,CVM,FDA CVM to Donavan,Final Response,,,Final FDA Response,True
FDA-2022-P-0614-0005,FDA-2022-P-0614,Interim Response Letter from FDA CDER to Yichang H,,,CDER,FDA CDER to Yichang H,Interim Response,,,Other Document,False
FDA-2022-P-1457-0029,FDA-2022-P-1457,Letter from FDA CFSAN to Deoleo,,,CFSAN,FDA CFSAN to Deoleo,Letter,,,Interim FDA Response,False
FDA-2022-P-1642-0002,FDA-2022-P-1642,Acknowledgment Letter from FDA DMS to Noble Pharma,,,,FDA DMS to Noble Pharma,Letter,,,Correspondence,False
FDA-2022-P-0395-0005,FDA-2022-P-0395,Tentative CP Response from FDA CVM to Harry Duty R,,,CVM,FDA CVM to Harry Duty R,Final Response,,,Final FDA Response,True
FDA-2022-P-2060-0002,FDA-2022-P-2060,Acknowledgment Letter from FDA DMS to Respira Ther,,,,FDA DMS to Respira Ther,Letter,,,Other Document,False
FDA-2022-P-0032-0001,FDA-2022-P-0032,Citizen Petition from Cristina Maria Rosa Redacted,,,,Cristina Maria Rosa Redacted,Petition,,,Other Document,False
FDA-2022-P-1049-0002,FDA-2022-P-1049,Signed Acknowledgment Letter from FDA DMS to Noble,,,,FDA DMS to Noble,Letter,,,Correspondence,False
FDA-2022-P-0086-0001,FDA-2022-P-0086,Signed Acknowledgment Letter from FDA DMS to Carol,,,,FDA DMS to Carol,Letter,,,Final FDA Response,False
FDA-2022-P-0059-0002,FDA-2022-P-0059,Acknowledgment Letter from FDA DMS to Pet Schooled,,,CVM,FDA DMS to Pet Schooled,Letter,,,Correspondence,False
FDA-2022-P-0599-0001,FDA-2022-P-0599,Citizen Petition from Steven A  Zecola   Redacted,,,,Steven A  Zecola   Redacted,Petition,,,Other Document,False
FDA-2022-P-0121-0002,FDA-2022-P-0121,Acknowledgment Letter from FDA DMS to Pet Schooled,,,CVM,FDA DMS to Pet Schooled,Letter,,,Final FDA Response,False
FDA-2022-P-0929-0002,FDA-2022-P-0929,Acknowledgment Letter from FDA DMS to Alembic Labs,,,ORA,FDA DMS to Alembic Labs,Letter,,,Other Document,False
FDA-2022-P-0210-0003,FDA-2022-P-0210,Citizen Petition Response from FDA CDER to Harry D,,,CDER,FDA CDER to Harry D,Final Response,,Approved,Final FDA Response,False
FDA-2022-P-0535-0002,FDA-2022-P-0535,Acknowledgment Letter from FDA DMS to Hospira Inc ,,,,FDA DMS to Hospira Inc,Letter,,,Other Document,False
FDA-2022-P-1211-0001,FDA-2022-P-1211,Citizen Petition from American Vapor Manufacturers,,,,American Vapor Manufacturers,Petition,,,Other Document,False
FDA-2022-P-1013-0006,FDA-2022-P-1013,Final Response from FDA CDER to Medley Pharmaceuti,,,CDER,FDA CDER to Medley Pharmaceuti,Final Response,,,Other Document,False
FDA-2022-P-0293-0001,FDA-2022-P-0293,Citizen Petition from Chinova Bioworks Inc,,,,Chinova Bioworks Inc,Petition,,,Interim FDA Response,False
FDA-2022-P-1457-0027,FDA-2022-P-1457,180 Day Interim Response Letter from FDA CFSAN to ,,,CFSAN,FDA CFSAN to,Interim Response,,,Interim FDA Response,False
FDA-2022-P-0776-0002,FDA-2022-P-0776,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Other Document,False
FDA-2022-P-1248-0002,FDA-2022-P-1248,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Final FDA Response,False
FDA-2022-P-0095-0002,FDA-2022-P-0095,Acknowledgment Letter from FDA DMS to Harry Duty R,,,,FDA DMS to Harry Duty R,Letter,,,Final FDA Response,False
FDA-2022-P-0144-0032,FDA-2022-P-0144,Final Response from FDA CDER to Axinn Veltrop and ,,,CDER,FDA CDER to Axinn Veltrop and,Final Response,,Approved,Interim FDA Response,False
FDA-2022-P-1642-0001,FDA-2022-P-1642,Suitability Petition from Noble Pharma  LLC,,,,Noble Pharma  LLC,Other,,,Final FDA Response,False
FDA-2022-P-0414-0005,FDA-2022-P-0414,Denial of Petition from FDA CDER to King   Spaldin,,,CDER,FDA CDER to King   Spaldin,Final Response,,Denied,Initial Petition,False
